location text user_id weibo_created_at 
[39.67844, 116.109924] 也许生活就像一本掉了页的黄历，没有人会把它粘好并一页一页的回忆。 Fri Oct 11 22:08:28 2013 
[39.88764, 116.36353] 世界很大，也许只是不说而已，世界其实也很小，因为有缘 还会在相遇 路中会遇到很多坎坷，那些耗掉的时间都是为了准确的遇见你 但我们早已都变了，也许我会默默微笑，也许你只是擦肩而过。期待的人做着她期待的事，等待的人 却还在等待 Hx. Fri Oct 11 16:50:47 2013 
[39.89304, 116.345505] 我怎么那么喜欢大屏手机呢、、主要是刷淘宝看得清楚〜 Fri Oct 11 12:09:24 2013 
[39.88472, 116.35892] 怎么办啊！我就不该活着，为什么我会有这样的家人？没人理解我，活该让人家欺负我！多余的人！ Fri Oct 11 08:34:04 2013 
[39.890056, 116.357109] 老婆，说好的海鲜呢？？？？怎么他妈的变成生煎和汤包了！！！ Fri Oct 11 00:16:20 2013 
[39.89406, 116.37515] 欣赏别人是一种境界；善待别人是一种胸怀；理解别人是一种涵养；帮助别人是一种快乐；学习别人是一种智慧；骗我的人增长了我的见识；绊倒我的人强化了我的能力；斥责我的人助长了我的智慧；遗弃我的人教导了我的独立；伤害我的人磨练了我的心志... Fri Oct 11 23:59:31 2013 
[39.888761, 116.364349] 那一天我二十一岁，在我一生的黄金时代，我有好多奢望。我想爱，想吃，还想在一瞬间变成天上半明半暗的云。 Fri Oct 11 22:03:00 2013 
[39.885395, 116.361893] 你可以利用小半天的时间翻看完一个人的微博 可以坐着发呆两个小时看来往的人流 走两条街去那家奶茶店喝杯奶茶 会等某个人的电话短消息到很晚才睡 你觉得你的行为不是每个人都懂 其实说白了 就是太他妈闲了 Fri Oct 11 20:01:06 2013 
[39.89494, 116.37554] 今天再大的事，到了明天就是小事； 今年再大的事，到了明年就是故事； 今生再大的事，到了来世就是传说。 人生如行路，一路艰辛，一路风景。你的目光所及，就是你的人生境界。 Fri Oct 11 12:10:45 2013 
[39.893804, 116.374769] 生活并不完美，我依然快乐。淡然于心，从容于表，优雅自在地生活。 Fri Oct 11 16:14:46 2013 
[39.899396, 116.375139] 我现在特别能体会到钱难挣，屎难吃啊，打着为员工谋福利的态度，其实全他妈放屁 Fri Oct 11 05:40:55 2013 
[39.895672, 116.3964] 秋风瑟瑟。。。忙过这段时间、想去旅行。。。需安静、需远行 Fri Oct 11 21:47:32 2013 
[39.899712, 116.385895] 焦虑地吃了一下午零食…焦虑地只好吃点山楂羹消化，焦虑地腾空肚子迎接晚上的零食…诶…好想吃口正经饭… Fri Oct 11 18:52:42 2013 
[39.886658, 116.387939] 习惯了落单的角色，对感情越来越吝啬，有时候自问生活，为什么 如此洒脱，黑白怀旧片段的背后，是一种放空踏实的痛。 Fri Oct 11 12:34:33 2013 
[39.889382, 116.389742] 和尚游方，途遇女子想过河却又不敢过。老和尚便主动背女子过了河。小和尚不禁一路嘀咕：“师傅平时教导我出家人要不近女色，女人是修行人的大忌。怎么师傅今天……”老和尚叹道：“唉，河与姑娘都已不见，我早放下，你却还放不下！”小和尚深思， Fri Oct 11 07:29:20 2013 
[39.899014, 116.397079] 虽然威士忌因产地、土壤、气候、木桶的原因而大不相同，但好喝的威士忌大多浑厚强劲，仿佛有饱满的骨架和紧实的肌理。闻起来很香，入口很滑，夹带着粗犷而清新的气息，叫人再次怀念起空旷宁静的高地和凛冽澄澈的空气，以及风笛音 Fri Oct 11 20:56:16 2013 
[39.8922071504, 116.403354619] 的邻居求你帮忙：“ 天桥北里附近周围都有哪些餐馆可以送外卖啊？求电话” 来瓜子社区解答邻居的求助，送iPad mini、充值卡、pm2.5口罩等奖品 ；去帮助TA： Fri Oct 11 07:55:31 2013 
[39.895233, 116.397789] 我们的晚餐'😘😘😘✨噢耶'噢耶🎊😍😍😍😍！吃的太多了'🎊 Fri Oct 11 23:53:40 2013 
[39.891216, 116.415825] 打了辆车为什么没按表之前显示的404？之前已经打上表了？？？ Fri Oct 11 16:11:26 2013 
[39.895931, 116.41838] 祝你幸福，祝你快乐，祝你日后每天都有温暖的日光，祝你会遇到你想要的那个他，祝你很多很多年后儿孙满堂，最后，当然，祝你生日快乐。 Sat Oct 12 00:00:03 2013 
[39.894466, 116.418694] 祝永远花开的年纪'二十多的 大大姐姐'生日快乐美好的祝愿就不多说了'赶紧找个经济适用男把自己收了吧免得祸害人间永远爱你啦礼物等我欧洲回来再送你啦'今晚好好喝吧' Fri Oct 11 20:21:37 2013 
[39.894363, 116.418655] 香咖包味道不错〜多多味道也挺好〜 Fri Oct 11 15:14:47 2013 
[39.89611, 116.41863] 美丽俏佳人大推荐噢！nuskin ageLOC spa机想要了解的找我強大的spa机如果你觉得它只是小小的沒作用那就大错特错了虽然小小的但是可以达提拉紧致瘦脸收缩毛孔淡斑淡痘印减肥丰胸淋巴排毒缓解颈椎病等等 速度私信～ Fri Oct 11 22:25:39 2013 
[39.8978738645, 116.419786474] 20131009傳說中的一大盆 Fri Oct 11 18:17:00 2013 
[39.890853, 116.436668] 阴天还是我比太阳公公起的早小伙伴们穿暖和哦！！！准备粗发 Fri Oct 11 06:20:14 2013 
[39.885738, 116.427299] 写信告诉我今夜海是什么颜色，夜夜陪着你的海心情又如何 Fri Oct 11 21:11:24 2013 
[39.889568, 116.435585] 今儿从cuc往北京站赶地铁，觉得时间还早就顺道去了天安门，在瞻仰了毛爷爷的新照无比激动后又往故宫进去转了两圈，突然觉得时间有点紧奋力往前门站跑，就在我觉得要晚点的时候你知道吗，是警察叔叔用车载了我到地铁站，呜呜太感动了，果然是帝都啊~~满满的正能量 Fri Oct 11 17:15:18 2013 
[39.88812, 116.43881] 见过这么分享节奏大师的吗？ Fri Oct 11 10:36:45 2013 
[39.89978, 116.449211] 想去北海道滑雪 Fri Oct 11 21:16:09 2013 
[39.89352, 116.46183] 今天爸爸我们去哪儿，最感动我的瞬间就是三个拿菜的小孩，满载而归，还商量着别让妹妹追上我们，我小时候和弟弟妹妹就是那样。 Fri Oct 11 23:54:14 2013 
[39.891396, 116.447243] 九九重阳，祝各位朋友吉祥安康！ Fri Oct 11 19:17:25 2013 
[39.891018, 116.445847] 这个，感觉自己像吃了双皮鞋外加一条皮带，有木有 Fri Oct 11 11:43:36 2013 
[39.89352, 116.46183] 也曾是最佳辩手，也是典型漂一族，弟弟从小听不见，听他们的故事，像是在听自己和家人的故事一样。什么时候也上去讲讲？总这样想。咏乐会本期的精彩，惊喜异常！ Fri Oct 11 04:10:26 2013 
[39.896263, 116.471138] 本店主打的Dior戴妃包不必多解释多解释，大家都懂的。微信2897587254 Fri Oct 11 17:12:14 2013 
[39.895962, 116.467934] 我姐是看我还不够穷么，居然要带我去香港，钱到用时方恨少 Fri Oct 11 13:41:23 2013 
[39.893269, 116.472099] UGG 内增高(5cm) 皮毛—体 女靴 35-40 D03 Fri Oct 11 12:24:44 2013 
[39.8836103751, 116.463448167] 老弟 生日快~~~~ Fri Oct 11 07:56:33 2013 
[39.89352, 116.46183] 对寿星的祝福就是赶紧嫁出去哈哈，干杯！ 你的呼噜小点声好不好 明天白天少吃点，留着肚肚晚上耍 Fri Oct 11 02:18:10 2013 
[39.896312, 116.470912] 超美款35-39 做工精致~ 微信2897587254 Fri Oct 11 23:50:47 2013 
[39.889259, 116.478439] 2013.10.11.12:12 # 丰盛的排毒午餐 # 苹果、黄瓜、西红柿、黑麦面包、草莓酸奶…… Fri Oct 11 16:40:41 2013 
[39.892723, 116.486664] 超级模仿秀这比干等着有意思多了 Fri Oct 11 10:49:41 2013 
[39.895634, 116.48645] 的邻居求你帮忙：“ .谁知道离珠江帝景附近最近的医院在哪啊？大一点的。” 来瓜子社区解答邻居的求助，送iPad mini、充值卡、pm2.5口罩等奖品 ；去帮助TA： Fri Oct 11 16:55:51 2013 
[39.896435, 116.486938] 你就像下了蛊的汤药，你懂么！！！我说你呢，你看得到嘛！！ Fri Oct 11 23:18:31 2013 
[39.895634, 116.48645] 的邻居求你帮忙：“ .谁知道离珠江帝景附近最近的医院在哪啊？大一点的。” 来瓜子社区解答邻居的求助，送iPad mini、充值卡、pm2.5口罩等奖品 ；去帮助TA： Fri Oct 11 16:53:49 2013 
[39.893062793, 116.48965098] 真特么有点新鲜的都 有意思是怎么着 怎么都不拿自己开开玩笑啊 次奥 Fri Oct 11 08:33:43 2013 
[39.898629, 116.505631] 今天的天气很好，凉爽灿烂明媚，但是心情就有了好多的迷茫，因为对于工作的考虑让我有点无所适从。我觉得无论是那个公司，那个区域，都应该本着适合自己最好。一，给的待遇好。二，体现自己的价值。三，能让自己成长。四，公司氛围好。 Fri Oct 11 23:17:00 2013 
[39.893032, 116.514739] 喝了贞贞做的艾草红糖鸡蛋水和领导做的红枣莲子银耳汤，顿时感觉收获好多好多的爱，我承认我需要爱，需要好多好多的爱，可是为什么，肚子还是特别疼 Fri Oct 11 10:54:29 2013 
[39.896893, 116.508545] 胡彦斌制作人感慨。圈里越来越多导师假装专业，什么是真专业，问问自己敢去中戏讲课吗？很自豪看到母校在艺术技术上的影响力无与伦比。和光想做的，就是把国内外最高的专业水平和理念更好的运用到婚礼宴会！ Fri Oct 11 23:16:41 2013 
[39.894058, 116.534927] 云轻云散，窗明窗暗，月落花残酒未干，谁凭笛萧奏凄凉，一曲琥珀逝流光，谁明清雨透骨寒 Fri Oct 11 23:58:45 2013 
[39.891086, 116.569462] 我觉得电视台录制的所有的关于儿童的电视节目都是在折磨孩子 Fri Oct 11 23:13:13 2013 
[39.884013, 116.634146] 如今这物价也太高了，随便花一花就不得了，辛辛苦苦挣点钱还不够用啊！！！ Fri Oct 11 23:52:29 2013 
[39.891903, 116.637932] 我TM还成千杯不醉了？艹 我那是看是谁 看不顺眼是一杯都不跟你喝 今是高兴了 喝点白的喝点啤的 高兴咋地都行。 艹 Fri Oct 11 16:57:52 2013 
[39.89467, 116.65648] 大家-当代岭南十人邀请展10月11日在保利艺术博物馆开幕，参展艺术家为：尚涛，林丰俗，陈政明，林墉，陈永锵，陈新华，方楚雄，许钦松，李劲堃，方向，展出其代表作品及近年新作，呈现当代领南独特的艺术面貌和当下的创作状态。 Fri Oct 11 18:34:45 2013 
[39.89542, 116.65728] 昨晚睡了七个小时还不习惯了，从四点半开始就老醒，总觉得睡过了，上班要晚…… Fri Oct 11 07:56:17 2013 
[39.88377, 116.66844] 知足者身贫而心富，贪得者身富而心贫。不是常说知足常乐吗？ Fri Oct 11 22:05:27 2013 
[39.887767, 116.668991] 我们现在做的事注定了未来，所以不要轻易认定，也不要轻易撤退，刚不要轻言放弃，因为放弃现在你就丢失了未来 Fri Oct 11 08:58:22 2013 
[39.883952, 116.676052] 那些逝去的，始终感觉你们离我很近，只能感受，仿佛是在梦里，醒来就消失！逝者安息！虽然那个时候没有送最后一程，但是你们的音容笑貌永远留在我心中！ Fri Oct 11 23:41:32 2013 
[39.886930084, 116.67808578] 为什么有这么多离婚的！！！都离不开四个字:财产分割！ Fri Oct 11 11:02:40 2013 
[39.895618, 116.688576] 看到你这样，真的好心疼，爱！酸甜苦辣，五味具全，一个人的无知，让另一方受到伤害，疼在心里。亲爱的你，对不起！ Fri Oct 11 23:42:58 2013 
[39.894112, 116.686508] 要照今天这么来回爬好几趟楼梯、体重两位数不成问题啊。 Fri Oct 11 14:23:04 2013 
[39.909505, 116.100685] 今天是10月11日，看到新闻得知有两位消防官兵在石景山救火行动中壮烈牺牲了！我敬佩他们，希望他们一路走好！！ Fri Oct 11 20:06:19 2013 
[39.908142, 116.109336] 希望开启一段新旅程 田桑我真的很想你 你是我最重要的慰藉 在微博表白怎样？~ Fri Oct 11 22:32:10 2013 
[39.90048, 116.182898] 现如今最讨厌有些人劝我不要放弃治疗 说的好像我还有救似的！ Fri Oct 11 23:32:17 2013 
[39.90674, 116.19476] 东伟的伟大在于他对老师真心的付出，愿世界多些向东伟一样的人！ Fri Oct 11 23:45:24 2013 
[39.90747, 116.212074] 女人永远不会明白男人为什么怀疑她跟别的 男人的友谊，因为男人太了解男人了！# 男人 永远不会明白女人为什么怀疑他跟别的女人的 友谊，因为女人太了解女人了！# Fri Oct 11 13:24:06 2013 
[39.908763, 116.212935] 穷的时候，不要计较，对别人要好，这叫人穷志不穷。富的时候，要学会让别人对自己好。自己对别人更好。学会舍得! Fri Oct 11 10:55:25 2013 
[39.893459, 116.227501] 便宜手机，各种型号。要的找我哦亲 Fri Oct 11 19:57:25 2013 
[39.90555, 116.22586] 我今天起也开始补钙 ……大家有吃过这品牌的吗？怎样 Fri Oct 11 12:06:23 2013 
[39.90385, 116.24006] 10月10日22点48分媳妇顺产小美女一名，重6斤6两，感谢大家一直以来的关心和照顾！爆美女图！ Fri Oct 11 17:06:57 2013 
[39.908050754, 116.25289626] 十分感谢！ Fri Oct 11 23:58:34 2013 
[39.903851, 116.240059] 猪头小队长上任第一天，我说花一块钱买个三道杠戴人家还不乐意 Fri Oct 11 21:35:40 2013 
[39.89718, 116.23846] 今天跟我爸形容了一下我们单位有一个帅哥，特有内涵，还特帅，脾气好，神马神马的，结果我爸说世间的所有男子都木有我爸他本人帅 我对世间的男子都绝望了…… Fri Oct 11 18:55:57 2013 
[39.905693, 116.257125] 真是服了，我怎么觉得没什么 Sat Oct 12 00:00:48 2013 
[39.893639, 116.257057] 致朋友，自己，知己，蓝颜，红颜！曾经爱过的和喜欢的！ Fri Oct 11 20:12:49 2013 
[39.90674, 116.25463] 我还是蛮看好继承者们的。 Fri Oct 11 14:23:56 2013 
[39.906909, 116.260009] 她们都在睡觉，楼道很黑，好安静，我害怕。起床上班！ Fri Oct 11 04:11:41 2013 
[39.907452, 116.273979] 因为爱上欧豪，所以开通了新浪微博，今天发现所有的微博算是欧豪，豪仔仔，爱你，支持你！ Sat Oct 12 00:00:54 2013 
[39.905777, 116.260315] 女人不坏、男人不爱！坏女人有好男人爱！好女人被坏男人弃！我们都是坏女子！ Fri Oct 11 21:17:29 2013 
[39.90745, 116.27398] 地板拖的很干净哈 Fri Oct 11 19:38:14 2013 
[39.90024, 116.27215] 所谓的一见钟情，真的钟的就是脸啊……我怎么对于这些小三岁的弟弟们这么有吸引力！可我明明喜欢大叔型的啊，大叔却嫌我小，要不要这个样子啊 Fri Oct 11 13:22:33 2013 
[39.90119, 116.277318] 痛苦的不是写材料，而是你明知自己写的是垃圾；更痛苦的是你连写个垃圾都这么慢，因为你在努力尝试不要让他显得那么垃圾；最痛苦的是你写出来还是个垃圾；当然，最最痛苦的是你连垃圾都写不出来。 Fri Oct 11 08:01:43 2013 
[39.90024, 116.27215] Be confident with yourself and stop worrying what other people think. Do what's best for your future happiness! ------ 对自己要自信，别再管其它人怎么想了。为了未来幸福全力以赴吧！ Fri Oct 11 10:58:52 2013 
[39.89821, 116.295208] 我在。 (免费下载http:// ) Fri Oct 11 10:18:19 2013 
[39.905121, 116.295906] 我就说那个李宝娜超脸熟。果然是郑秀晶。 Fri Oct 11 20:03:31 2013 
[39.90826, 116.305298] 刚在街上遇见一女孩儿喊我名字，然后我还去和她寒暄了几句，可我现在还是没想起来她是谁。。。 Fri Oct 11 20:05:35 2013 
[39.897059626, 116.31025886] 我路过帝都呦，北京西站看见花花家了呦(^_^)Y十堰，花花要不要回家咩(*¯︶¯*)还是和湉湉在一起呦~ ，我要去天津，湉湉推荐个地儿呗~ Fri Oct 11 10:25:01 2013 
[39.901758659, 116.31032532] 大剧院的《印象.国乐》，推荐! 传承了印象系列的意境。 Fri Oct 11 21:50:34 2013 
[39.89504, 116.32168] 什么破习俗太坑了，为什么新娘子不能出门，说了来接我结果现在突然要我自己找我就不该来的，没提前做好准备，百分之两万五会迷路啊，摔我要出站了，恩…北京，你好 Fri Oct 11 16:06:39 2013 
[39.895039, 116.321678] Fri Oct 11 22:05:09 2013 
[39.89504, 116.32168] 走了，同志们，准备的太仓促所以一直没啥感觉，直到车开才终于有那么一点兴奋，朋友们月底见。 Fri Oct 11 20:04:42 2013 
[39.904865902, 116.32695642] 天气真好，中午休息时间出来转转，取东西，嘿嘿。 Fri Oct 11 12:54:29 2013 
[39.8977, 116.33054] 老师这对吗，谢谢指点 Fri Oct 11 09:51:51 2013 
[39.904381, 116.345131] 啊啊啊 好喜欢李敏镐这次演得继承者们 Fri Oct 11 14:37:26 2013 
[39.90041, 116.324982] 10月11日,2014年度老矿山项目立项论证会在京正式召开,在接下来的4天里,有关专家将对来自全国各省的97个申报项目进行严格把关,最终评选出符合各项要求的14年老矿山找矿项目. Fri Oct 11 09:17:20 2013 
[39.892391, 116.346092] 在路上跌倒在在所难免，就算是跌倒也要比别人响，比别人帅。 Fri Oct 11 18:34:41 2013 
[39.90096, 116.33776] 反思自己没能也写个日记，对于38天惨绝人寰的军训竟没了印象。心渐趋平静。 Fri Oct 11 16:07:47 2013 
[39.899255, 116.340829] 现实是一个巴掌，吃够了现实给我的苦，多想朝着阳光生活，可是没人会拯救我，落寞，没落，直至生命的尽头。。。。。。 Fri Oct 11 04:15:07 2013 
[39.899665, 116.36396] 吃了十几年的面爱面没有了最便宜最好吃的骨汤拉面。。。。。明天明明是周六还要上班好过分 Fri Oct 11 20:57:39 2013 
[39.901062, 116.35765] 开始了漫长的追剧旅程，悲喜交加的让人心酸。有sweet的VD（理想中的ED，可惜了S），有sad的初代（大爱的音调与两男一女），还有Big Bang。一周一集好少哇，小猫挠呀挠，翘首期盼by the way，klaus让人好心疼哇 Fri Oct 11 15:52:54 2013 
[39.900009, 116.357803] 支把伞，坐在雨中，只要可以，什么都不想，就是坐着，再有一杯绿茶、只看着，时不时抬头看天，低头观雨，不用悲悲切切，就是坐着 Fri Oct 11 05:02:40 2013 
[39.899033, 116.363867] 这个时间，这个点儿，这个东西是不是有点儿狠人呢？ Fri Oct 11 23:51:35 2013 
[39.895328952, 116.35975775] 如果能在一起，你的天使会比以前爱美丽。。。对你对我都好～ 我分享了http:// Fri Oct 11 16:17:25 2013 
[39.90755, 116.35812] 感谢 捐的航空箱，方便我来回装小猫。谢谢 Fri Oct 11 13:01:05 2013 
[39.89893, 116.36391] 夜空中有一颗星很明亮，在正东方向偏北17度左右。求教那是颗什么星啊？ Fri Oct 11 00:19:28 2013 
[39.90718, 116.37638] 阿润润一点儿都不心疼人。真羡慕你有一个好媳妇，这么晚还陪你看电影。嗯！！！ Sat Oct 12 00:00:56 2013 
[39.899712, 116.385895] 那当时为什没直接考北大，分数应该也能够吧？ Fri Oct 11 22:09:48 2013 
[39.908974, 116.375667] 平时很少喝咖啡，今天我也晒晒正午太阳STARBUCK一回 ☕ Fri Oct 11 13:35:16 2013 
[39.899396, 116.375139] 【偶照】云山卧逍遥——武当山意绮外景 【绮罗生吧】 (分享自 Fri Oct 11 00:04:00 2013 
[39.894871, 116.392738] 作为门脸得狗不理前门店，好好告诫员工服务得重要性吧！操蛋得服务，伤害得是自己得品牌。消费者花钱不是只在乎饭菜得质量！！ Fri Oct 11 19:26:19 2013 
[39.899712, 116.385895] 今日拜师！师承“国家级非物质文化遗产单弦传承人——张蕴华”我行五 Fri Oct 11 14:21:30 2013 
[39.908712, 116.397491] 【】｛气温：12℃ 湿度：71% 东北风2级｝ 。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～。～ Sat Oct 12 00:00:04 2013 
[39.90473, 116.38975] 今天见到著名小提琴家吕思清老师了，在现场听实在是太震撼了! Fri Oct 11 22:13:48 2013 
[39.899014, 116.397079] 昨晚来了关门了，那就今天当做上午茶喽其实是和早餐一顿下 Fri Oct 11 11:32:53 2013 
[39.904732, 116.389748] 上班的人们好啊，没有人头挡住景点真是太爽了 Fri Oct 11 09:31:09 2013 
[39.907616, 116.397758] 5点不到起床就为了个升旗仪式可这人山人海的 Fri Oct 11 07:01:34 2013 
[39.908169, 116.397942] 一不小心四人帮聊到了此时 ……哈哈，老徐把礼物还藏在家里，小样的 家里充满百合滴味道，真美好 Fri Oct 11 02:43:49 2013 
[39.909568, 116.404182] 今天晚上炒的三个菜真是太成功啦！配上白米饭实在太赞！必须出来得瑟下！哈哈！ Fri Oct 11 23:11:40 2013 
[39.909572, 116.404182] 拉芳柔顺洗发露我到北京勒 Fri Oct 11 21:56:54 2013 
[39.896069, 116.398209] 吃烤鸭喽。。。吃完晚上去酒吧。。哈哈哈。。我都不想回徐州了咋办。。。留北京吧。 Fri Oct 11 20:36:46 2013 
[39.9, 116.4] 2013年10月11日11点北京美使馆空气质量播报：PM2.5浓度39.0，空气质量指数110，三级轻度污染。小朋友、老人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼。详情http:// Fri Oct 11 11:17:16 2013 
[39.909576, 116.40419] 越来越爱听大提琴的声音！ 浑厚 广阔。 一直想画一名女大提琴者，喜欢他们演奏时高雅的气质一副美丽的画，我相信早晚有一天我会碰到这么一位大提琴首，用灵魂演奏的乐者。 Fri Oct 11 01:36:08 2013 
[39.90403, 116.40752] 我在 发布了多比龙婴儿摇篮床，现50.00元转让，有需要的快来联系我哦！ 欢迎下载神奇的淘身边 Fri Oct 11 22:34:59 2013 
[39.908985, 116.412338] Fitbit Flex的道路如此艰难，明明是bluetooth 4.0啊，为嘛就是不行呢？ Fri Oct 11 20:16:46 2013 
[39.897251, 116.423721] 想要什么图案，花样，字体，这里都可以满足您的需求 Fri Oct 11 19:19:12 2013 
[39.903721, 116.427269] 发现自己回去后有很多事要做，有很多事需要去做，但是发现自己内心最想做的是躺在床上捧着一本纸质版的书籍安安静静心无杂念的读着，学习使人进步，读书使人积淀！我需要进步我需要积淀！ Fri Oct 11 09:12:56 2013 
[39.90372, 116.42727] 节后的北京站人真真的不多！我坐的这趟怎么就那么多呢？ Fri Oct 11 22:34:47 2013 
[39.901072643, 116.418564491] 马上完成~~XDDDD Fri Oct 11 21:22:27 2013 
[39.90688, 116.42783] 我决定以后有时间多去ktv发泄，就像超哥一样，一个人的世界有时候是享受！ Fri Oct 11 17:26:35 2013 
[39.906879, 116.427834] 花有重开日，人无再少年。混日子的生活终究是有终点的。光脚的孩子开跑吧！向上吧，少年！ Fri Oct 11 15:38:15 2013 
[39.901072643, 116.418564491] 早上穿着国安的外套坐二号线，看见一位孕妇，我就让座了，差点被一个老爷们儿抢了。。大哥你至于么。。不过穿着N98让座，心里感觉为国安和北京又争光了。有一种责任穿在身上的感觉。 Fri Oct 11 08:43:08 2013 
[39.89611, 116.41863] 老大 刚有看到你更新号外。难道是你家隔壁孩纸喝高了的节奏吗？额，老大你是肿么了呢？为何如此疲惫呢？最近太忙了的原因吗？有什么事可以和海鸥们讲的话，我们是一家人，我们会一直陪在你左右！我们会为了老大努力的。 Fri Oct 11 03:47:36 2013 
[39.903217, 116.441024] 我擦 我又来北京了 ！ 我决定我到北京第一件事是下车抽根烟！ Fri Oct 11 17:33:00 2013 
[39.9063877327, 116.441735254] My vege day, when's the last time you eating clean?! #EatClean Nike BJ Fri Oct 11 12:36:33 2013 
[39.895939, 116.429413] 污浊吹散 繁星闪耀 抖抖搜搜拉拉搜 发发咪咪入哎入哎抖 Fri Oct 11 02:30:51 2013 
[39.90454, 116.44022] 旅行前的心情很激动，收拾行李的心情很苦恼 Fri Oct 11 23:53:55 2013 
[39.897369, 116.437958] 要相信，爱你的那个人一定会抓住线绳的另一端，不过绕多少弯，依然可以找到你，拥抱你。 Fri Oct 11 20:03:35 2013 
[39.89352, 116.46183] 幸福就是比出来的！比如……大家明天都上班，而我明天不上班！仰天长笑啊！哈哈哈哈哈哈哈哈！ Fri Oct 11 20:39:56 2013 
[39.89352, 116.46183] 夜里这边一走才发觉也很高端大气上档次，天桥上，下班的衣着笔挺老外不比中国人少多少。。 Fri Oct 11 18:42:47 2013 
[39.89352, 116.46183] 萌里个萌 Fri Oct 11 16:55:07 2013 
[39.89352, 116.46183] 波妞证件照。多年不上班的人一搞paperwork感觉要崩溃了。 Fri Oct 11 15:51:31 2013 
[39.908119, 116.461021] 】今天撸管被室友发现了。室友: “你，你干啥呢！”，我:“……我…有需求。”室友骂道: “艹， 那你撸自己的不行吗？！” Fri Oct 11 11:28:33 2013 
[39.908001961771, 116.45703884125] :黑暗世界》发布会，众位有什么想要提问的呢？ Fri Oct 11 09:06:54 2013 
[39.899212, 116.445755] 【空气质量指数】永久去广告网址，手机浏览器直接打开 dirtybeijing://activate/ffisomsntbji Fri Oct 11 08:39:10 2013 
[39.89352, 116.46183] 吉鲁马曲乐队，为四川的孩子们筹钱，在街头演出，唱的太棒啦！敬佩你们！ Fri Oct 11 22:44:52 2013 
[39.90540269, 116.45982045] 宿命么这是，点了两杯完全不同的酒，卖相却那么像。。。给它俩取名双子 Fri Oct 11 20:12:51 2013 
[39.904469, 116.458511] 城东好心人花6万请大家吃肯德基'小城大厨饭店每天免费送饭菜'擎天柱救人累倒''各路好心人继续加油'另外三职校个人根本进不去'要领取物资的人到各自邻近的居委会''' Fri Oct 11 18:25:33 2013 
[39.89626, 116.471135] 香奈儿新款流苏包，小巧好看，也不烂大街，独家独家 注：后面三张图片是专柜正品，买回来打版的，欢迎对比~ 微信2897587254 Fri Oct 11 17:15:16 2013 
[39.905735, 116.461585] 上课真的上得恶心了，求拯救，求饭饭 Fri Oct 11 16:05:30 2013 
[39.905403, 116.459824] ✨🐱🐱✨ KFC的娇小奇~ 这只喵的叫声真心贱！贱得很！ Fri Oct 11 14:59:52 2013 
[39.900082, 116.45488] 听说现在很流行这个！我也来试一下，超能力的月老 在北京求19-22岁左右身高175以上 性格开朗大方 幽默 善良阳光帅气的男神一枚！我在北京 今年19岁 身高168 性格开朗 喜欢运动！喜欢打球！ Fri Oct 11 13:57:05 2013 
[39.908646, 116.460693] 刚刚看到 ，真人比屏幕上漂亮可爱，第一次有拍照合影的冲动，但是是在酒店大堂，实在不好意思打扰。微笑地看着她有小女生被色男打量的情态，而不是明星看fans的大腕儿范儿，也是件美事。 Fri Oct 11 12:22:09 2013 
[39.899624, 116.458305] 曾经以为，爱上了就不会寂寞；然而有一天发现，寂寞还是爱上了我。 Fri Oct 11 10:06:09 2013 
[39.89974, 116.47102] 我就不告诉你们我偷偷的回到了亲爱的大北京!我就不告诉你们今晚美女 侍寝!我就不告诉你们!就不告诉你们!不告诉你们!告诉你们!诉你们!你们!们! ! 附上干儿子美照一张。 Fri Oct 11 23:53:25 2013 
[39.908515, 116.477012] 坐火车，挨着帅哥坐的是一美女孩，长得挺可爱，帅哥便上前去搭讪，于是决定从星座入手“那个，你是啥座的啊” 女孩看了帅哥一眼说“你瞎啊，硬座！” Fri Oct 11 22:53:17 2013 
[39.899632, 116.48719] 世界上最好闻的味道 就是抱着你时 你身上的味道 Fri Oct 11 17:59:11 2013 
[39.893269, 116.472099] 我玩够了，我想找个我喜欢的女孩结婚，好好过日子，不管是甜是苦，一起承担，我现在什么都没有，考虑好，你是否愿意嫁给我？ Fri Oct 11 17:08:32 2013 
[39.907822, 116.477013] 京承高速最高限速120，我车速110居然被告知2次超速，罚款400、扣6分，今天去交通支队才知道：中间车道限速100，所以超速；这样的设置真TM缺德！缺德！缺德！...... Fri Oct 11 11:07:46 2013 
[39.899269, 116.478539] Most people do believe only visible to the eye... No one really know the inside to the heart... Fri Oct 11 07:06:08 2013 
[39.900264, 116.480766] 多多已经低烧三天的了，今天早上加重，38.6度，还拉肚子，总喊“不舒服”“难受”，去儿研所验血说是肠胃性感冒，下午回来吃了药也没见明显好转啊 Fri Oct 11 20:28:01 2013 
[39.898029, 116.478598] 【韩国女版是史瑞克金整容后惊为天人】韩国女版史瑞克金美英因外表关系让她无法找到工作，只能靠搬东西来谋生。近日，在某机构帮助下，金美英做了整形手术，额头、眼睛、鼻子都进行了调整。经过3个多月的努力，金美英变身成为了一个正妹，同时找到了心仪的工作。美丽就是竞争力啊！ Fri Oct 11 10:27:29 2013 
